id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia
39428,49,self-employed,single,basic.9y,no,yes,yes,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39429,57,blue-collar,married,unknown,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
39430,25,student,single,high.school,no,yes,no,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5
39431,33,services,divorced,high.school,no,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39432,31,blue-collar,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39433,42,management,married,basic.6y,no,yes,no,3,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5
39434,55,services,married,basic.9y,no,yes,no,1,6,1,success,-3,92.713,-33,0.715,5023.5
39435,23,technician,single,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39436,27,technician,single,basic.9y,unknown,no,no,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39437,51,admin.,divorced,high.school,no,yes,no,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
39438,28,student,single,high.school,no,unknown,unknown,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39439,32,blue-collar,single,high.school,no,no,no,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39440,37,admin.,married,university.degree,no,yes,no,1,999,2,failure,-2.9,92.201,-31.4,0.859,5076.2
39441,25,services,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39442,24,technician,single,basic.6y,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
39443,46,technician,married,basic.9y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39444,56,technician,divorced,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39445,57,housemaid,married,professional.course,no,no,yes,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
39446,30,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
39447,48,blue-collar,married,basic.6y,unknown,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39448,55,unemployed,single,basic.4y,unknown,unknown,unknown,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39449,43,admin.,single,high.school,no,no,yes,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39450,42,admin.,married,university.degree,no,unknown,unknown,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39451,51,management,married,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39452,26,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
39453,31,entrepreneur,married,university.degree,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39454,42,blue-collar,divorced,basic.4y,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39455,29,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39456,41,technician,divorced,basic.4y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39457,42,blue-collar,married,basic.6y,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39458,54,services,divorced,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39459,32,technician,single,university.degree,no,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
39460,46,admin.,divorced,high.school,no,no,no,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2
39461,57,admin.,married,university.degree,unknown,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39462,39,self-employed,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39463,33,services,single,high.school,no,no,no,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39464,40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
39465,31,entrepreneur,single,university.degree,unknown,no,no,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39466,50,management,married,university.degree,unknown,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39467,30,admin.,single,university.degree,no,yes,no,2,3,1,success,-1.7,94.215,-40.3,0.797,4991.6
39468,34,services,single,basic.9y,unknown,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39469,37,admin.,married,university.degree,unknown,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39470,60,retired,married,basic.4y,unknown,yes,yes,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39471,35,blue-collar,married,basic.6y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39472,30,admin.,divorced,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39473,43,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39474,46,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39475,31,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
39476,46,blue-collar,married,high.school,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39477,32,management,single,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39478,38,technician,single,professional.course,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
39479,35,admin.,divorced,high.school,no,yes,no,3,999,1,failure,-1.8,93.749,-34.6,0.635,5008.7
39480,36,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39481,31,admin.,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
39482,34,management,married,university.degree,no,yes,yes,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8
39483,31,self-employed,married,university.degree,no,yes,yes,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
39484,42,services,married,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
39485,69,retired,married,high.school,no,yes,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
39486,23,student,single,high.school,no,yes,no,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6
39487,40,technician,married,professional.course,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39488,30,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39489,51,management,married,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39490,55,blue-collar,married,basic.4y,no,yes,yes,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
39491,40,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6
39492,38,entrepreneur,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39493,31,blue-collar,single,basic.9y,no,no,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39494,37,technician,single,professional.course,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39495,30,student,unknown,basic.9y,no,no,no,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1
39496,51,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
39497,57,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39498,34,services,married,high.school,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39499,31,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39500,43,technician,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39501,37,technician,married,professional.course,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39502,45,entrepreneur,married,basic.4y,no,unknown,unknown,7,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39503,28,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
39504,42,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39505,42,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39506,41,blue-collar,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39507,46,self-employed,married,basic.4y,no,no,no,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8
39508,53,management,married,basic.9y,unknown,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39509,28,student,single,high.school,no,no,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39510,30,technician,single,professional.course,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39511,49,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7
39512,44,blue-collar,married,basic.6y,no,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39513,56,retired,married,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39514,60,entrepreneur,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39515,34,services,single,high.school,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39516,30,blue-collar,married,basic.4y,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39517,59,blue-collar,divorced,basic.4y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39518,25,admin.,married,university.degree,no,yes,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39519,31,admin.,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39520,54,management,divorced,university.degree,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39521,48,management,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39522,33,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39523,51,technician,single,basic.9y,no,yes,no,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39524,34,technician,single,professional.course,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
39525,49,technician,married,high.school,unknown,no,no,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
39526,47,admin.,married,high.school,no,no,no,2,16,1,success,-1.7,94.027,-38.3,0.904,4991.6
39527,30,technician,married,university.degree,unknown,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39528,31,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39529,30,student,single,professional.course,no,no,yes,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39530,35,blue-collar,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39531,34,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39532,36,blue-collar,married,basic.9y,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39533,50,unknown,married,unknown,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39534,38,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39535,27,blue-collar,married,basic.9y,unknown,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39536,38,blue-collar,single,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39537,50,admin.,married,university.degree,no,yes,no,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39538,32,blue-collar,single,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
39539,34,blue-collar,married,basic.4y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39540,46,management,divorced,high.school,no,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39541,48,technician,married,professional.course,yes,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39542,47,blue-collar,married,basic.6y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39543,32,technician,married,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
39544,30,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39545,48,housemaid,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
39546,28,blue-collar,married,basic.9y,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39547,41,admin.,single,unknown,no,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39548,29,technician,single,basic.9y,no,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
39549,45,blue-collar,divorced,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39550,49,blue-collar,married,basic.4y,unknown,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39551,43,management,married,high.school,no,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39552,26,services,single,basic.9y,unknown,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
39553,48,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39554,32,admin.,married,university.degree,no,yes,yes,4,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2
39555,31,technician,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39556,33,student,divorced,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
39557,45,admin.,married,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39558,39,blue-collar,single,basic.9y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39559,41,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39560,31,technician,married,university.degree,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39561,52,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39562,58,management,married,university.degree,unknown,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39563,34,technician,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39564,30,admin.,single,high.school,no,yes,no,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39565,43,blue-collar,married,high.school,no,no,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39566,36,blue-collar,married,basic.6y,unknown,yes,no,16,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39567,30,management,single,university.degree,no,yes,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
39568,39,blue-collar,married,professional.course,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
39569,41,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39570,29,management,single,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39571,37,technician,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
39572,50,management,divorced,high.school,unknown,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39573,31,management,married,university.degree,no,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39574,40,entrepreneur,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39575,50,admin.,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39576,33,self-employed,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39577,34,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39578,38,admin.,single,basic.9y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39579,46,services,married,professional.course,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39580,38,management,divorced,university.degree,no,yes,no,2,6,1,success,-1.8,93.749,-34.6,0.645,5008.7
39581,32,services,married,high.school,no,no,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39582,29,admin.,single,university.degree,no,yes,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39583,26,admin.,single,high.school,no,yes,no,1,999,1,failure,-1.7,94.215,-40.3,0.885,4991.6
39584,31,admin.,married,basic.9y,unknown,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39585,42,admin.,single,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39586,27,blue-collar,single,basic.9y,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39587,56,blue-collar,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39588,39,services,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39589,41,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39590,41,admin.,married,basic.9y,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39591,50,management,married,university.degree,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39592,49,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39593,51,blue-collar,divorced,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39594,45,services,divorced,high.school,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39595,45,blue-collar,married,basic.6y,unknown,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
39596,34,blue-collar,married,basic.9y,no,yes,no,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39597,31,blue-collar,married,high.school,no,no,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39598,58,management,unknown,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39599,32,technician,divorced,professional.course,no,yes,yes,12,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39600,46,admin.,married,unknown,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39601,29,admin.,married,university.degree,unknown,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39602,44,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39603,30,admin.,married,university.degree,no,yes,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39604,37,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39605,48,admin.,single,university.degree,no,yes,yes,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39606,36,admin.,single,professional.course,no,yes,no,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
39607,26,blue-collar,single,professional.course,unknown,unknown,unknown,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39608,47,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39609,43,self-employed,married,university.degree,no,no,no,3,999,1,failure,-1.7,94.215,-40.3,0.797,4991.6
39610,50,admin.,married,university.degree,no,no,no,1,3,1,success,-2.9,92.963,-40.8,1.215,5076.2
39611,45,management,married,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39612,53,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39613,42,technician,married,basic.9y,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39614,26,housemaid,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39615,51,unemployed,divorced,university.degree,unknown,yes,no,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8
39616,33,management,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39617,33,housemaid,married,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39618,54,retired,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
39619,35,services,single,high.school,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
39620,39,technician,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
39621,48,blue-collar,divorced,professional.course,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39622,44,unemployed,single,basic.4y,no,no,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
39623,26,entrepreneur,single,high.school,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
39624,37,blue-collar,married,basic.4y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39625,46,blue-collar,married,basic.4y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39626,41,admin.,single,university.degree,no,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
